site,census,code,genus,species,n10g,r10g,f10g,l10g,u10g,n50g,r50g,f50g,l50g,u50g,n100g,r100g,f100g,l100g, 
Lambir,1992-1997,lam,Syzygium,sp.incert.j,30,1.917,1.793,1.378,2.348,10,0.859,0.851,0.533,1.339,5,0.539,0.551,0.281,1.086
Lambir,1992-1997,lam,Syzygium,sp.incert.k,1,1.89,1.582,0.988,2.54,0,NA,NA,NA,NA,3,1.136,0.726,0.342,1.66
Lambir,1992-1997,lam,Syzygium,sp.incert.l,1,1.304,1.541,0.979,2.477,1,0.709,0.816,0.389,1.691,2,0.94,0.677,0.314,1.438
Lambir,1992-1997,lam,Syzygium,sp.incert.m,252,1.173,1.189,1.073,1.309,28,0.587,0.625,0.454,0.844,6,0.696,0.647,0.345,1.2
Lambir,1992-1997,lam,Syzygium,sp.incert.n,9,2.638,1.953,1.353,2.841,4,0.852,0.838,0.473,1.497,4,0.654,0.62,0.305,1.177
Lambir,1992-1997,lam,Syzygium,sp.incert.o,0,NA,NA,NA,NA,0,NA,NA,NA,NA,5,0.225,0.354,0.187,0.693
Lambir,1992-1997,lam,Syzygium,sp.incert.p,50,1.502,1.509,1.238,1.863,6,1.361,1.078,0.647,1.82,13,0.465,0.494,0.296,0.813
Lambir,1992-1997,lam,Syzygium,sp.incert.q,61,0.918,1.004,0.827,1.213,11,0.395,0.522,0.326,0.791,1,0.166,0.479,0.2,1.153
Lambir,1992-1997,lam,Syzygium,sp.incert.r,23,0.919,1.106,0.836,1.449,3,0.699,0.804,0.428,1.419,2,0.425,0.518,0.23,1.174
Lambir,1992-1997,lam,Syzygium,sp.incert.s,49,1.221,1.27,1.051,1.556,8,0.752,0.791,0.484,1.292,15,0.379,0.416,0.269,0.647
Lambir,1992-1997,lam,Syzygium,sp.incert.t,22,1.237,1.335,0.988,1.806,6,0.672,0.747,0.424,1.215,1,1.112,0.628,0.253,1.532
Lambir,1992-1997,lam,Syzygium,sp.incert.v,2,1.968,1.609,1.016,2.521,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Tabernaemontana,cf.corymbosa,15,0.978,1.207,0.868,1.687,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Tarenna,aff.winkleri,24,1.52,1.532,1.181,2.034,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Ternstroemia,sp.incert.1,3,1.887,1.617,1.039,2.54,1,0.699,0.808,0.399,1.647,2,0.345,0.485,0.224,1.058
Lambir,1992-1997,lam,Ternstroemia,sp.incert.2,97,1.698,1.691,1.431,1.972,16,0.599,0.654,0.451,1.022,9,0.545,0.558,0.328,0.954
Lambir,1992-1997,lam,Ternstroemia,sp.incert.3,33,1.028,1.148,0.878,1.46,11,0.509,0.602,0.378,0.956,5,0.648,0.613,0.326,1.218
Lambir,1992-1997,lam,Ternstroemia,sp.incert.4,44,1.343,1.387,1.115,1.72,3,0.977,0.889,0.449,1.676,1,0.37,0.546,0.216,1.298
Lambir,1992-1997,lam,Timonius,aff.wrayii,232,1.719,1.705,1.541,1.899,28,0.657,0.688,0.506,0.934,28,0.288,0.316,0.216,0.458
Lambir,1992-1997,lam,Timonius,mollis_sp.nov.nom.ined.,35,2.3,2.093,1.647,2.665,20,1.449,1.268,0.878,1.857,5,0.782,0.689,0.345,1.324
Lambir,1992-1997,lam,Trigoniastrum,sp.nov.aff.hypoleucum,625,1.57,1.573,1.475,1.678,62,0.593,0.607,0.491,0.76,17,0.397,0.435,0.274,0.672
Lambir,1992-1997,lam,Trigonostemon,sp.incert.1,34,1.608,1.614,1.244,2.065,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Trigonostemon,sp.incert.2,16,1.92,1.766,1.286,2.401,4,1.148,0.95,0.517,1.762,2,0.611,0.585,0.256,1.267
Lambir,1992-1997,lam,Trigonostemon,sp.incert.3,18,2.079,1.87,1.361,2.519,2,0.547,0.746,0.396,1.49,3,4.706,1.313,0.601,2.802
Lambir,1992-1997,lam,Urophyllum,sp.incert.1,959,1.878,1.877,1.781,1.982,7,1.169,0.998,0.604,1.662,2,2.841,0.918,0.45,2.093
Lambir,1992-1997,lam,Urophyllum,sp.incert.2,102,1.497,1.509,1.295,1.764,2,0.752,0.837,0.426,1.555,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Urophyllum,sp.incert.3,81,1.441,1.453,1.217,1.735,5,0.829,0.829,0.496,1.436,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Vatica,cf.oblongifolia,81,1.122,1.166,0.993,1.381,17,0.632,0.685,0.477,1.007,2,0.426,0.532,0.234,1.153
Lambir,1992-1997,lam,Vitex,sp.incert.1,2,4.369,1.816,1.151,2.815,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Walsura,merah_sp.nov.nom.ined.aff.pinn,176,1.312,1.329,1.165,1.494,39,0.843,0.837,0.641,1.102,20,1.015,0.919,0.614,1.395
Lambir,1992-1997,lam,Xanthophyllum,aff.beccarianum,34,1.422,1.467,1.132,1.855,9,0.606,0.686,0.416,1.136,33,0.253,0.282,0.201,0.393
Lambir,1992-1997,lam,Xanthophyllum,aff.griffithii,151,0.982,1.016,0.888,1.158,4,0.291,0.547,0.312,0.993,2,0.41,0.512,0.238,1.098
Lambir,1992-1997,lam,Xanthophyllum,cf.cerasifolium,39,1.409,1.462,1.124,1.786,3,0.205,0.515,0.278,0.975,0,NA,NA,NA,NA
Lambir,1992-1997,lam,Xanthophyllum,sp.incert.1,213,1.005,1.027,0.92,1.151,29,0.672,0.7,0.506,0.948,30,0.299,0.328,0.23,0.473
Lambir,1992-1997,lam,Xanthophyllum,sp.incert.2,53,1.476,1.487,1.222,1.856,6,0.786,0.81,0.479,1.409,1,4.637,0.851,0.369,1.972
Lambir,1992-1997,lam,Xanthophyllum,sp.incert.3,99,0.893,0.95,0.799,1.108,31,0.681,0.702,0.526,0.942,13,0.933,0.822,0.502,1.33
Lambir,1992-1997,lam,Xylopia,aff.magna,66,1.669,1.657,1.364,1.981,19,1.924,1.581,1.095,2.24,19,1.091,0.955,0.633,1.457
Lambir,1992-1997,lam,Xylopia,sp.incert.,156,1.257,1.274,1.134,1.45,18,0.574,0.626,0.424,0.906,16,0.415,0.446,0.283,0.73
Lambir,1992-1997,lam,Xylopia,sp.nov.,259,2.361,2.321,2.095,2.56,45,2.303,2.055,1.561,2.677,51,1.578,1.441,1.096,1.914
Lenda,1994-2000,len,Afrostyrax,lepidophyllus,156,0.89,0.899,0.784,1.012,13,0.38,0.395,0.263,0.61,3,0.512,0.401,0.18,0.823
Lenda,1994-2000,len,Afzelia,bipindensis,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,0.441,0.362,0.161,0.809
Lenda,1994-2000,len,Aidia,micrantha,900,1.202,1.199,1.137,1.271,358,0.82,0.816,0.746,0.896,155,0.511,0.506,0.43,0.59
Lenda,1994-2000,len,Albizia,ealaensis,3,4.572,1.419,0.934,2.158,0,NA,NA,NA,NA,1,0.761,0.386,0.152,0.961
Lenda,1994-2000,len,Albizia,ferruginea,1,4.247,1.178,0.747,1.866,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Albizia,glaberrima_var.glabrescen,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0.915,0.395,0.16,0.956
Lenda,1994-2000,len,Albizia,gumifera_var.ealaensis,87,1.006,1.015,0.859,1.203,8,0.797,0.653,0.419,1.068,24,0.549,0.501,0.339,0.76
Lenda,1994-2000,len,Alchornea,floribunda,4222,1.673,1.671,1.628,1.712,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Allanblackia,floribunda,15,0.571,0.755,0.539,1.014,0,NA,NA,NA,NA,3,0.561,0.4,0.191,0.901
Lenda,1994-2000,len,Allophylus,africanus,7,1.429,1.181,0.829,1.695,1,0.265,0.401,0.194,0.859,0,NA,NA,NA,NA
Lenda,1994-2000,len,Allophylus,lastourvillensis,1,0.307,0.963,0.605,1.524,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Allophylus,longicuneatus,3,0.984,1.035,0.702,1.577,1,0.104,0.341,0.149,0.717,0,NA,NA,NA,NA
Lenda,1994-2000,len,Allophylus,schweinfurthii,1,1.282,1.09,0.669,1.723,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Alstonia,boonei,3,4.94,1.43,0.923,2.219,1,4.999,0.722,0.338,1.617,32,0.329,0.33,0.224,0.484
Lenda,1994-2000,len,Amphimas,ferrugineus,10,1.004,1.047,0.724,1.523,4,0.205,0.31,0.167,0.569,3,0.243,0.29,0.133,0.65
Lenda,1994-2000,len,Amphimas,pterocarpoides,4,1.375,1.122,0.78,1.745,2,0.199,0.352,0.177,0.706,0,NA,NA,NA,NA
Lenda,1994-2000,len,Angylocalyx,pynaertii,320,0.993,0.996,0.912,1.094,73,0.373,0.375,0.307,0.459,40,0.185,0.196,0.141,0.266
Lenda,1994-2000,len,Anonidium,mannii,226,1.476,1.451,1.307,1.608,116,0.858,0.841,0.719,0.982,106,0.504,0.497,0.407,0.61
Lenda,1994-2000,len,Anopyxis,klaineana,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1.691,0.429,0.187,1.075
Lenda,1994-2000,len,Anthocleista,schweinfurthii,2,3.787,1.275,0.832,1.899,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Anthonotha,macrophylla,117,1.266,1.248,1.085,1.442,28,0.507,0.504,0.373,0.7,65,0.416,0.409,0.319,0.527
Lenda,1994-2000,len,Antiaris,toxicaria,22,0.615,0.753,0.563,1.001,2,0.146,0.319,0.158,0.626,8,0.247,0.277,0.15,0.506
Lenda,1994-2000,len,Antidesma,laciniatum_subsp.membran,13,2.306,1.574,1.116,2.195,1,0.845,0.516,0.234,1.076,8,0.212,0.249,0.142,0.439
Lenda,1994-2000,len,Antidesma,vogelianum,78,0.808,0.84,0.708,0.988,1,0.17,0.384,0.174,0.834,1,0.196,0.303,0.124,0.734
Lenda,1994-2000,len,Antrocaryon,nannanii,2,0.195,0.841,0.54,1.264,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Aoranthe,nalaensis,9,1.404,1.199,0.846,1.705,1,2.773,0.642,0.28,1.454,1,0.071,0.249,0.099,0.602
Lenda,1994-2000,len,Apodytes,dimidiata,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0.109,0.263,0.103,0.637
Lenda,1994-2000,len,Aporrhiza,paniculata,6,1.759,1.25,0.87,1.817,1,0.394,0.455,0.203,1.02,0,NA,NA,NA,NA
Lenda,1994-2000,len,Ardisia,staudtii,2,0.572,0.968,0.628,1.523,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Aulacocalyx,jasminiiflora,45,0.924,0.947,0.765,1.166,5,0.276,0.346,0.195,0.604,0,NA,NA,NA,NA
Lenda,1994-2000,len,Autranella,congolensis,10,0.924,0.985,0.701,1.402,0,NA,NA,NA,NA,2,0.176,0.264,0.11,0.605
Lenda,1994-2000,len,Baphia,wollastonii,10,1.031,1.046,0.766,1.482,2,0.503,0.48,0.234,1,2,0.181,0.276,0.121,0.593
Lenda,1994-2000,len,Barteria,fistulosa,21,1.332,1.231,0.92,1.618,3,2.487,0.916,0.476,1.857,4,0.698,0.458,0.22,0.98
Lenda,1994-2000,len,Beilschmiedia,alata,24,0.865,0.925,0.71,1.206,10,0.271,0.32,0.199,0.496,3,0.148,0.236,0.111,0.516
Lenda,1994-2000,len,Beilschmiedia,congolana,6,1.428,1.166,0.813,1.758,6,0.521,0.489,0.289,0.822,4,0.195,0.257,0.131,0.538
Lenda,1994-2000,len,Beilschmiedia,insignis,6,1.054,1.06,0.732,1.565,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Beilschmiedia,mannii,22,1.753,1.474,1.119,1.954,5,0.184,0.276,0.155,0.491,2,0.327,0.321,0.147,0.794
Lenda,1994-2000,len,Beilschmiedia,mayumbensis,3,0.938,1.012,0.694,1.559,3,0.41,0.44,0.237,0.827,0,NA,NA,NA,NA
Lenda,1994-2000,len,Beilschmiedia,oblongofolia,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0.408,0.338,0.138,0.832
Lenda,1994-2000,len,Beilschmiedia,variabilis,34,0.87,0.921,0.731,1.159,14,0.348,0.374,0.253,0.546,6,0.162,0.221,0.121,0.412
Lenda,1994-2000,len,Beilschmiedia,zenkeri,15,2.509,1.718,1.247,2.281,4,0.792,0.609,0.329,1.163,5,0.192,0.24,0.119,0.48
Lenda,1994-2000,len,Belonophora,coriacea,7,1.041,1.051,0.741,1.564,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Bersama,abyssinica,1,2.406,1.116,0.708,1.752,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Bertiera,aethiopica,14,1.156,1.113,0.81,1.512,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Blighia,unijugata,16,1.013,1.031,0.779,1.416,3,0.801,0.574,0.307,1.139,1,0.82,0.385,0.167,0.961
Lenda,1994-2000,len,Blighia,wewiltschii,237,0.807,0.818,0.736,0.907,64,0.351,0.357,0.29,0.446,23,0.261,0.272,0.179,0.404
Lenda,1994-2000,len,Bombax,buonopozenze,0,NA,NA,NA,NA,0,NA,NA,NA,NA,4,0.391,0.353,0.175,0.741
Lenda,1994-2000,len,Breviea,sericea,1,2.892,1.139,0.706,1.77,2,0.998,0.579,0.274,1.317,1,0.572,0.355,0.155,0.9
Lenda,1994-2000,len,Bridelia,atroviridis,12,2.787,1.678,1.229,2.379,0,NA,NA,NA,NA,4,0.312,0.318,0.147,0.637
Lenda,1994-2000,len,Bridelia,stenocarpa,9,2.594,1.535,1.089,2.265,3,1.165,0.67,0.361,1.316,1,3.589,0.486,0.193,1.245
Lenda,1994-2000,len,Caloncoba,crepiniana,1,0.414,0.992,0.624,1.542,0,NA,NA,NA,NA,2,0.356,0.335,0.145,0.772
Lenda,1994-2000,len,Caloncoba,flagelliflora,1,6.072,1.216,0.775,1.949,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Calycosiphonia,macrocalyx,2,0.539,0.975,0.632,1.477,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Calycosiphonia,spathicalyx,8,1.42,1.205,0.816,1.737,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Canarium,schweinfurthii,1,9.494,1.247,0.784,2.025,0,NA,NA,NA,NA,2,0.462,0.356,0.157,0.832
Lenda,1994-2000,len,Canthium,glaucum,2,0.564,0.955,0.595,1.501,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Carapa,procera,113,0.806,0.832,0.721,0.963,31,0.494,0.492,0.374,0.655,15,0.222,0.242,0.154,0.388
Lenda,1994-2000,len,Cassia,mannii,2,0.189,0.827,0.531,1.29,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Cassipourea,congoensis,1,3.243,1.17,0.724,1.836,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Cassipourea,guineensis,82,1.403,1.345,1.131,1.586,22,0.402,0.409,0.29,0.572,0,NA,NA,NA,NA
Lenda,1994-2000,len,Cassipourea,louisii,2,1.207,1.091,0.722,1.638,1,0.913,0.532,0.251,1.158,0,NA,NA,NA,NA
Lenda,1994-2000,len,Celtis,adolphi-friderici,5,0.465,0.827,0.562,1.243,1,0.222,0.397,0.187,0.876,5,0.167,0.233,0.112,0.473
Lenda,1994-2000,len,Celtis,mildbraedii,195,0.779,0.794,0.709,0.887,56,0.276,0.288,0.228,0.365,19,0.2,0.222,0.14,0.348
Lenda,1994-2000,len,Celtis,prantlii,1,3.16,1.144,0.738,1.742,1,0.756,0.509,0.241,1.049,2,0.51,0.364,0.159,0.884
Lenda,1994-2000,len,Chionanthus,africanus,2,0.715,0.985,0.64,1.554,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Chrysophyllum,beguei,4,0.691,0.951,0.639,1.414,1,0.236,0.409,0.193,0.845,4,0.554,0.416,0.193,0.87
Lenda,1994-2000,len,Chrysophyllum,boukokoense,497,0.854,0.859,0.798,0.92,86,0.41,0.412,0.341,0.503,66,0.332,0.332,0.262,0.417
Lenda,1994-2000,len,Chrysophyllum,lacourtianum,24,1.432,1.295,0.973,1.712,12,0.886,0.728,0.472,1.15,6,0.779,0.523,0.275,1.014
Lenda,1994-2000,len,Chrysophyllum,pentagonocarpum,88,1.097,1.091,0.932,1.297,16,0.644,0.596,0.404,0.847,10,0.891,0.648,0.381,1.104
Lenda,1994-2000,len,Chrysophyllum,pruniformis,93,0.937,0.95,0.806,1.103,8,0.29,0.344,0.204,0.572,3,0.323,0.33,0.154,0.724
Lenda,1994-2000,len,Chytranthus,carneus,113,0.904,0.924,0.8,1.063,12,0.257,0.302,0.198,0.454,0,NA,NA,NA,NA
Lenda,1994-2000,len,Chytranthus,macrobotrys,368,0.846,0.854,0.78,0.924,16,0.25,0.283,0.195,0.428,0,NA,NA,NA,NA
Lenda,1994-2000,len,Chytranthus,mortehanii,39,0.919,0.958,0.77,1.198,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Chytranthus,setosus,11,1.265,1.147,0.796,1.618,1,0.494,0.472,0.221,0.997,0,NA,NA,NA,NA
Lenda,1994-2000,len,Citropsis,articulata,2,0.502,0.959,0.625,1.498,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Cleistanthus,michelsonii,396,0.862,0.867,0.803,0.935,149,0.545,0.544,0.471,0.623,125,0.457,0.451,0.373,0.544
Lenda,1994-2000,len,Cleistopholis,glauca,2,0.548,0.96,0.625,1.487,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Cleistopholis,patens,2,5.984,1.351,0.851,2.154,2,1.783,0.71,0.357,1.498,5,0.564,0.425,0.224,0.823
Lenda,1994-2000,len,Coffea,canephora,1,1.258,1.061,0.693,1.724,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Coffea,liberica,3,1.529,1.142,0.738,1.734,1,0.283,0.412,0.188,0.886,0,NA,NA,NA,NA
Lenda,1994-2000,len,Cola,acuminata,57,1.248,1.207,1.008,1.498,29,0.487,0.487,0.362,0.651,44,0.181,0.189,0.142,0.26
Lenda,1994-2000,len,Cola,altissima,8,1.073,1.058,0.738,1.5,1,0.091,0.341,0.149,0.805,1,0.202,0.295,0.117,0.736
Lenda,1994-2000,len,Cola,brunelii,46,0.929,0.957,0.765,1.194,14,0.216,0.26,0.174,0.407,3,0.388,0.351,0.163,0.765
Lenda,1994-2000,len,Cola,congolana,240,1.075,1.072,0.963,1.187,23,0.328,0.35,0.24,0.49,0,NA,NA,NA,NA
Lenda,1994-2000,len,Cola,lateritia,242,1.137,1.133,1.027,1.25,33,0.361,0.375,0.282,0.485,91,0.183,0.19,0.151,0.234
Lenda,1994-2000,len,Cola,sciaphylla,87,0.94,0.955,0.81,1.121,20,0.24,0.27,0.191,0.382,22,0.169,0.191,0.126,0.286
Lenda,1994-2000,len,Comiphyton,gabonense,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1.103,0.397,0.17,1.008
Lenda,1994-2000,len,Crabia,grandiflora,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0.087,0.264,0.104,0.626
Lenda,1994-2000,len,Croton,haumanianus,1,8.086,1.238,0.785,1.928,3,1.308,0.709,0.367,1.37,1,0.274,0.314,0.116,0.85
Lenda,1994-2000,len,Cuviera,latior,3,1.251,1.106,0.742,1.759,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Cuviera,longiflora,7,0.522,0.816,0.571,1.165,1,0.656,0.502,0.227,1,0,NA,NA,NA,NA
Lenda,1994-2000,len,Cuviera,nigrescens,2,1.12,1.067,0.701,1.665,1,0.127,0.364,0.159,0.755,0,NA,NA,NA,NA
Lenda,1994-2000,len,Cynometra,alexandri,160,0.903,0.917,0.811,1.026,40,0.592,0.58,0.445,0.765,118,0.395,0.392,0.324,0.477
Lenda,1994-2000,len,Dacryodes,edulis,103,1.066,1.07,0.919,1.239,39,0.379,0.385,0.296,0.505,27,0.272,0.276,0.192,0.406
Lenda,1994-2000,len,Dasylepis,seretii,400,1.292,1.285,1.181,1.383,107,0.401,0.404,0.345,0.482,45,0.235,0.241,0.18,0.328
Lenda,1994-2000,len,Desplatsia,chrysochlamys,139,1.17,1.158,1.013,1.319,25,0.255,0.277,0.201,0.381,2,0.108,0.231,0.105,0.516
Lenda,1994-2000,len,Desplatsia,dewevrei,223,1.169,1.159,1.04,1.29,62,0.387,0.394,0.32,0.485,38,0.161,0.173,0.127,0.243
Lenda,1994-2000,len,Dialium,corbisieri,327,0.975,0.981,0.893,1.067,40,0.312,0.326,0.247,0.424,29,0.188,0.204,0.14,0.293
Lenda,1994-2000,len,Dialium,excelsum,38,0.853,0.896,0.699,1.135,10,0.23,0.287,0.18,0.452,3,0.228,0.284,0.13,0.617
Lenda,1994-2000,len,Dialium,pentadrum,286,0.87,0.875,0.8,0.966,51,0.266,0.279,0.221,0.354,36,0.127,0.142,0.103,0.195
Lenda,1994-2000,len,Dialium,zenkeri,114,0.754,0.78,0.677,0.893,23,0.303,0.32,0.228,0.466,9,0.233,0.263,0.145,0.464
Lenda,1994-2000,len,Dicranolepis,disticha,46,1.5,1.405,1.127,1.732,1,1.984,0.614,0.287,1.251,0,NA,NA,NA,NA
Lenda,1994-2000,len,Dictyandra,arborescens,7,1.485,1.196,0.83,1.742,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Didymosalpinx,lanciloba,5,1.048,1.05,0.711,1.578,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Diospyros,bipindensis,2261,1.119,1.119,1.081,1.16,508,0.448,0.449,0.416,0.486,71,0.284,0.286,0.224,0.363
Lenda,1994-2000,len,Diospyros,crassiflora,8,0.83,0.957,0.662,1.354,13,0.387,0.407,0.264,0.618,10,0.924,0.66,0.389,1.165
Lenda,1994-2000,len,Diospyros,ferrea,6,1.919,1.281,0.872,1.922,1,0.472,0.462,0.223,0.971,1,0.151,0.28,0.11,0.736
Lenda,1994-2000,len,Diospyros,hoyleana,1024,0.962,0.964,0.917,1.014,112,0.475,0.474,0.401,0.557,18,0.306,0.308,0.19,0.485
Lenda,1994-2000,len,Discoclaoxylon,hexandrum,4,1.081,1.054,0.694,1.566,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Discoglypremna,caloneura,2,0.629,0.984,0.643,1.513,4,0.503,0.478,0.25,0.897,3,0.809,0.467,0.21,0.98
Lenda,1994-2000,len,Dovyalis,zenkeri,3,1.09,1.061,0.706,1.596,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Dracaena,nitens,2,0.393,0.922,0.586,1.427,1,1.452,0.568,0.263,1.227,0,NA,NA,NA,NA
Lenda,1994-2000,len,Drypetes,bipindensis,7479,1.27,1.27,1.247,1.296,619,0.46,0.46,0.428,0.493,7,0.326,0.328,0.177,0.598
Lenda,1994-2000,len,Drypetes,calvescens,524,1.363,1.357,1.26,1.455,70,0.597,0.587,0.486,0.724,7,0.275,0.295,0.157,0.557
Lenda,1994-2000,len,Drypetes,capillipes,62,1.132,1.122,0.934,1.342,5,0.382,0.421,0.225,0.713,0,NA,NA,NA,NA
Lenda,1994-2000,len,Drypetes,dinklagei,3,0.974,1.036,0.681,1.592,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Drypetes,ituriensis,435,1.081,1.08,1.004,1.168,196,0.422,0.422,0.373,0.478,55,0.235,0.243,0.185,0.321
Lenda,1994-2000,len,Drypetes,leonensis,60,1.187,1.159,0.949,1.399,12,0.448,0.452,0.294,0.7,8,0.176,0.221,0.117,0.418
Lenda,1994-2000,len,Drypetes,occidentalis,90,1.108,1.095,0.929,1.295,31,0.422,0.424,0.315,0.575,13,0.315,0.32,0.188,0.544
Lenda,1994-2000,len,Drypetes,paxii,44,0.597,0.672,0.54,0.84,7,0.392,0.408,0.255,0.692,0,NA,NA,NA,NA
Lenda,1994-2000,len,Drypetes,spinosodentata_var.longi,697,0.949,0.95,0.897,1.012,188,0.399,0.401,0.349,0.453,17,0.249,0.259,0.163,0.416
Lenda,1994-2000,len,Duboscia,viridiflora,0,NA,NA,NA,NA,1,0.796,0.499,0.227,1.088,8,0.648,0.504,0.276,0.871
Lenda,1994-2000,len,Elaeophorbia,drupifera,5,1.63,1.192,0.812,1.764,1,0.497,0.471,0.216,0.987,0,NA,NA,NA,NA
Lenda,1994-2000,len,Englerophytum,congolense,51,0.669,0.725,0.591,0.895,9,0.34,0.369,0.228,0.634,1,0.166,0.286,0.11,0.711
Lenda,1994-2000,len,Englerophytum,ituriens,4,0.751,0.97,0.653,1.497,1,0.51,0.454,0.223,1.02,0,NA,NA,NA,NA
Lenda,1994-2000,len,Englerophytum,oblanceolata,4,0.902,1.017,0.668,1.498,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Entandrophragma,angolense,9,0.942,1,0.712,1.407,1,0.149,0.367,0.165,0.781,3,0.061,0.169,0.08,0.35
Lenda,1994-2000,len,Entandrophragma,candollei,9,0.585,0.817,0.571,1.165,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Entandrophragma,cylindricum,69,0.725,0.767,0.639,0.917,8,0.202,0.276,0.164,0.442,12,0.265,0.278,0.168,0.468
Lenda,1994-2000,len,Entandrophragma,excelsum,0,NA,NA,NA,NA,0,NA,NA,NA,NA,3,0.268,0.307,0.142,0.662
Lenda,1994-2000,len,Entandrophragma,utile,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,2.136,0.453,0.189,1.058
Lenda,1994-2000,len,Eriocoelum,microspermum,201,1.506,1.472,1.329,1.643,33,0.616,0.597,0.453,0.798,25,0.374,0.367,0.246,0.549
Lenda,1994-2000,len,Erythrina,mildbraedii,1,0.405,0.968,0.625,1.514,1,0.149,0.373,0.166,0.815,3,0.61,0.402,0.187,0.934
Lenda,1994-2000,len,Erythrophleum,suaveolens,27,1.004,1.026,0.789,1.313,6,0.619,0.54,0.326,0.95,26,0.287,0.292,0.198,0.43
Lenda,1994-2000,len,Euadenia,alimensis,9,1.396,1.195,0.835,1.683,1,0.252,0.404,0.19,0.899,0,NA,NA,NA,NA
Lenda,1994-2000,len,Euclinia,longiflora,90,0.959,0.976,0.819,1.135,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Ficus,capense,0,NA,NA,NA,NA,1,0.968,0.538,0.24,1.167,0,NA,NA,NA,NA
Lenda,1994-2000,len,Ficus,mucuso,1,9.302,1.235,0.801,1.923,0,NA,NA,NA,NA,3,0.596,0.409,0.196,0.841
Lenda,1994-2000,len,Ficus,sur,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0.021,0.196,0.08,0.495
Lenda,1994-2000,len,Flacourtia,vogelii,1,1.391,1.095,0.67,1.703,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lenda,1994-2000,len,Funtumia,africana,2,0.76,1.017,0.659,1.541,0,NA,NA,NA,NA,0,NA,NA,NA,NA
